Name,Gender,Age,Country,HighSchoolName,HighSchoolLocation,HSGA,SAT,GAT,Languages,FirstGenerationCollegeStudent,FinancialAidNeeded,CGPA,CGPA_Category
Chelsea Nelson,Female,19,Thailand,"Burgess, Kelly and Griffin School",Houston,8.0,1204.0,80.0,French,No,No,0.16,Poor
Dennis Schwartz,Female,18,South Korea,"Taylor, Freeman and Ashley School",Berlin,8.0,1486.0,65.0,English,Yes,No,2.67,Good
Joseph Hudson,Male,17,Mexico,"Davis, Bailey and Hardin School",Toronto,7.0,1482.0,76.0,French,Yes,Yes,2.71,Good
Katherine Holland,Male,18,India,"Adkins, Howard and Flores School",Sydney,9.0,1449.0,74.0,Spanish,No,Yes,2.4,Good
Carrie Barrett,Male,18,UK,Murillo LLC School,Phoenix,9.0,1596.0,91.0,French,Yes,Yes,3.91,Excellent
Derek Mitchell,Female,19,Brazil,Cuevas and Sons School,Chicago,7.0,1325.0,92.0,English,No,Yes,1.38,Average
Colton Leblanc,Male,17,Philippines,Watson Inc School,New York,6.0,1336.0,66.0,German,No,Yes,1.27,Average
Melissa Moreno,Male,17,India,Fleming-Adams School,New York,9.0,1232.0,75.0,German,Yes,Yes,0.39,Poor
James Hayes,Female,18,Argentina,"Meyer, Sanders and Williams School",Chicago,9.0,1377.0,75.0,English,No,No,1.74,Average
Geoffrey Moore,Female,18,South Korea,"Parker, Weeks and Jones School",Los Angeles,7.0,1304.0,66.0,German,No,No,0.97,Poor
Kayla Cobb,Female,19,Mexico,Baxter Inc School,Cape Town,10.0,1337.0,92.0,Spanish,Yes,Yes,1.5,Average
Erin Dominguez,Female,19,Australia,"Page, Watkins and Hill School",Vancouver,7.0,1534.0,88.0,French,Yes,Yes,3.3,Excellent
Michael Mosley,Male,19,UK,Jones-Turner School,Los Angeles,8.0,1574.0,68.0,German,No,Yes,3.51,Excellent
Molly Hicks,Male,19,Argentina,"Nunez, Wright and Gomez School",Berlin,10.0,1274.0,75.0,Spanish,Yes,Yes,0.78,Poor
Linda Hurley,Female,19,China,Duran-Nolan School,Paris,8.0,1349.0,64.0,French,Yes,No,1.38,Average
Samantha Cox,Male,19,South Korea,Brooks-Stephenson School,Toronto,9.0,1571.0,85.0,French,Yes,No,3.63,Excellent
Jasmine Smith,Female,18,Russia,Garcia-Cabrera School,New York,8.0,1225.0,65.0,French,No,No,0.24,Poor
Richard Yang,Male,19,Iran,"Hernandez, Scott and Phillips School",Cape Town,7.0,1237.0,99.0,French,No,No,0.61,Poor
William King,Male,18,UK,"Contreras, Mathews and Martinez School",Sydney,10.0,1265.0,91.0,Spanish,No,No,0.83,Poor
David Wells,Male,18,Philippines,Ayala-Taylor School,Sydney,8.0,1438.0,76.0,English,No,Yes,2.31,Good
Jessica Evans,Male,17,Italy,Hess PLC School,Phoenix,10.0,1260.0,83.0,German,No,Yes,0.72,Poor
Kathryn Daniels,Female,18,Turkey,"Ball, Simpson and Brown School",Chicago,7.0,1587.0,96.0,English,No,No,3.85,Excellent
Lisa Brewer,Female,18,Thailand,"Krause, Nelson and Knight School",Beijing,7.0,1379.0,82.0,German,No,No,1.8,Average
Ronald Pratt,Male,19,South Africa,Ross PLC School,Sydney,6.0,1401.0,67.0,Spanish,No,Yes,1.88,Average
Derek Carlson,Female,18,Italy,"Hill, Rodriguez and Lee School",Sydney,9.0,1299.0,75.0,English,No,No,1.01,Average
Dawn Hayes,Male,19,Italy,Cummings LLC School,Los Angeles,7.0,1388.0,94.0,German,Yes,No,1.98,Average
Gerald Lozano,Female,19,Spain,"Ramos, Anderson and Smith School",Tokyo,9.0,1465.0,86.0,French,No,Yes,2.65,Good
Shelly Jones,Male,19,India,Castillo-Medina School,Paris,8.0,1500.0,86.0,German,Yes,Yes,2.97,Good
Matthew Horn,Male,17,Philippines,Martinez-Johnson School,Paris,10.0,1502.0,95.0,French,Yes,No,3.07,Excellent
John Hernandez,Male,19,France,Ray PLC School,Berlin,7.0,1431.0,96.0,French,Yes,Yes,2.4,Good
Michael Bennett,Male,18,Turkey,Barnes Inc School,Moscow,9.0,1562.0,97.0,French,No,No,3.64,Excellent
Miss Anne Oconnor MD,Female,19,South Korea,Vargas Inc School,Chicago,9.0,1527.0,64.0,German,No,No,3.05,Excellent
Scott Flynn,Male,19,India,Miller Ltd School,Moscow,9.0,1503.0,82.0,Spanish,No,No,2.97,Good
Dawn Perry,Male,19,Nigeria,"Hicks, Farrell and Shaw School",Vancouver,9.0,1222.0,90.0,German,No,Yes,0.41,Poor
Henry Carter,Female,17,Egypt,"Thomas, Diaz and Thompson School",Dubai,9.0,1203.0,90.0,German,Yes,No,0.23,Poor
Jesse Yates,Female,18,UK,"Walker, Hill and Rose School",Phoenix,9.0,1285.0,84.0,French,No,Yes,0.95,Poor
Mary Alexander,Female,17,Canada,Becker Inc School,Sydney,7.0,1465.0,67.0,Spanish,No,No,2.48,Good
Daniel Jones,Male,18,Thailand,Perkins Group School,London,6.0,1364.0,92.0,English,Yes,No,1.74,Average
Mark Melendez MD,Female,17,India,Perez LLC School,Berlin,10.0,1361.0,89.0,French,No,Yes,1.7,Average
Kenneth Smith,Male,18,Spain,Parker-Molina School,Paris,8.0,1554.0,63.0,Spanish,No,No,3.29,Excellent
Nicholas Neal,Female,17,Mexico,"Burns, Vasquez and Johnson School",New York,9.0,1558.0,79.0,English,Yes,No,3.46,Excellent
Sandra Owens,Male,19,Japan,Miller PLC School,Berlin,8.0,1564.0,67.0,German,No,Yes,3.41,Excellent
Jacob Parks,Female,17,Thailand,"Johnson, May and Bauer School",Toronto,6.0,1326.0,73.0,German,No,Yes,1.23,Average
Anthony Farrell,Male,17,Argentina,Howard PLC School,Chicago,7.0,1476.0,61.0,French,Yes,No,2.54,Good
Joe Moses,Male,19,Nigeria,"Peterson, Vargas and Wright School",Phoenix,9.0,1309.0,76.0,German,Yes,No,1.11,Average
George Aguilar,Male,19,Colombia,James Group School,New York,8.0,1276.0,82.0,French,No,No,0.85,Poor
Kevin Phillips,Female,18,Argentina,"Morales, Moses and Morgan School",Sydney,7.0,1274.0,85.0,German,Yes,Yes,0.85,Poor
Steven Sparks,Male,18,Argentina,King and Sons School,New York,8.0,1337.0,87.0,English,Yes,No,1.46,Average
Kenneth Taylor,Female,18,Canada,"Perkins, Taylor and Anderson School",Dubai,6.0,1372.0,93.0,Spanish,Yes,No,1.82,Average
Laura Bond,Female,17,Iran,"Zimmerman, Krueger and Carter School",Los Angeles,8.0,1532.0,69.0,French,Yes,Yes,3.13,Excellent
James Owens,Male,18,Iran,"Brooks, Wong and Roberson School",Berlin,7.0,1248.0,65.0,English,No,No,0.44,Poor
Shirley Murphy,Female,17,Japan,"Fletcher, Gray and Daniel School",Moscow,9.0,1494.0,94.0,German,Yes,Yes,2.98,Good
Tiffany Stark,Male,17,Australia,"Sutton, Goodwin and Merritt School",Beijing,7.0,1413.0,66.0,Spanish,No,No,1.99,Average
Sara Kelley,Female,18,Japan,Oneal-Johnson School,Phoenix,8.0,1315.0,99.0,French,Yes,No,1.35,Average
Christopher Davis,Female,18,South Korea,"Hogan, Powell and Huynh School",Phoenix,6.0,1397.0,94.0,Spanish,No,Yes,2.06,Good
Ryan Lowe,Male,17,Iran,"Garza, Allen and Valencia School",Tokyo,6.0,1320.0,80.0,Spanish,No,Yes,1.23,Average
Jennifer Hill,Male,19,India,Barrera PLC School,Paris,8.0,1438.0,99.0,Spanish,No,Yes,2.49,Good
Robert Phillips,Male,19,Colombia,Stone Group School,Toronto,8.0,1374.0,64.0,French,No,Yes,1.62,Average
Matthew Long,Male,17,US,Scott-Bates School,Beijing,8.0,1266.0,72.0,Spanish,No,Yes,0.67,Poor
Jessica Robinson,Male,18,Pakistan,Kent Ltd School,Los Angeles,7.0,1247.0,86.0,German,No,No,0.6,Poor
Mr. Richard Burton MD,Female,17,Spain,Lewis LLC School,Toronto,9.0,1419.0,74.0,French,No,No,2.12,Good
Terry Walker,Female,17,Pakistan,Campbell-Turner School,Tokyo,9.0,1561.0,97.0,French,No,Yes,3.63,Excellent
Benjamin Scott,Female,18,Indonesia,Sweeney and Sons School,London,9.0,1338.0,63.0,French,Yes,Yes,1.28,Average
Ian Johns,Male,19,China,"Leonard, Thompson and Sparks School",Tokyo,6.0,1493.0,82.0,Spanish,No,Yes,2.86,Good
Anthony Dudley,Female,17,Mexico,"Foster, Edwards and Case School",New York,8.0,1463.0,84.0,English,No,No,2.61,Good
Keith Garcia,Female,19,France,"Parker, Thomas and Mooney School",New York,6.0,1573.0,86.0,English,No,No,3.64,Excellent
Sandra Wong,Male,19,Thailand,Frey PLC School,Sydney,7.0,1528.0,70.0,Spanish,No,Yes,3.1,Excellent
Steven Bailey,Male,18,Russia,Crawford-Woods School,Moscow,10.0,1427.0,75.0,French,Yes,Yes,2.21,Good
Michael Foster,Female,17,Colombia,Hall LLC School,Beijing,7.0,1463.0,94.0,German,No,No,2.68,Good
Patricia Smith MD,Male,17,France,Waters Group School,Toronto,8.0,1559.0,68.0,German,Yes,No,3.37,Excellent
Kenneth Morton,Male,19,Australia,King-Jackson School,Cape Town,8.0,1360.0,93.0,Spanish,No,No,1.72,Average
Andrew Johnson,Male,19,South Korea,Davis-Sparks School,Houston,9.0,1331.0,83.0,German,No,No,1.37,Average
Karen Weaver,Male,18,Turkey,Montgomery and Sons School,Phoenix,8.0,1204.0,90.0,English,No,No,0.24,Poor
Breanna Brown,Male,19,Philippines,Mccann-Lucas School,London,6.0,1531.0,89.0,German,Yes,Yes,3.27,Excellent
Eileen Barrera,Female,18,UK,"Ward, Horton and Davis School",Houston,7.0,1520.0,68.0,French,No,Yes,3.0,Good
Lauren Adams,Male,17,Australia,Mccormick-Cooper School,Moscow,8.0,1242.0,83.0,German,Yes,No,0.54,Poor
Jaime Cooley,Female,18,UK,Williams-Gonzalez School,Tokyo,6.0,1431.0,95.0,French,Yes,Yes,2.39,Good
Austin Moody,Female,19,Australia,"Gilmore, Davis and Barajas School",Sydney,7.0,1386.0,77.0,German,No,Yes,1.83,Average
Jordan Peters,Female,17,Iran,"Watson, Medina and Perez School",Vancouver,6.0,1247.0,99.0,French,No,No,0.7,Poor
Matthew Ortiz,Male,18,Pakistan,Hill Group School,Moscow,6.0,1592.0,78.0,German,No,No,3.75,Excellent
Steven Rhodes,Male,17,Vietnam,Wilson PLC School,Toronto,8.0,1286.0,66.0,German,Yes,Yes,0.81,Poor
Michael Henry,Female,18,Japan,Edwards-Hampton School,Paris,7.0,1227.0,76.0,English,No,No,0.34,Poor
Terry Morgan,Male,19,South Africa,Williams Inc School,Houston,8.0,1438.0,98.0,French,Yes,No,2.48,Good
Charles Johnson,Female,19,Bangladesh,Martinez-Kelly School,Houston,9.0,1496.0,73.0,Spanish,No,No,2.83,Good
Jason Ochoa DDS,Male,17,Turkey,Johnson-Snyder School,Vancouver,9.0,1213.0,95.0,French,No,No,0.37,Poor
Lee Leblanc,Female,17,South Africa,"Estrada, Cunningham and Abbott School",Toronto,7.0,1463.0,95.0,French,Yes,No,2.69,Good
Marvin Lyons,Male,17,US,Park-Thomas School,Chicago,7.0,1413.0,74.0,French,Yes,Yes,2.06,Good
Jenny Keith,Female,18,Germany,Rogers-Ramsey School,Los Angeles,6.0,1241.0,63.0,French,Yes,No,0.36,Poor
Karen Lang,Male,19,Canada,"Hernandez, Thomas and Ramos School",Beijing,9.0,1269.0,89.0,French,Yes,Yes,0.84,Poor
Jacob Houston,Female,17,Thailand,Lee-Fletcher School,Beijing,9.0,1427.0,72.0,English,No,Yes,2.18,Good
Jenny Adams,Male,17,Bangladesh,"Jennings, Vasquez and May School",Paris,6.0,1319.0,91.0,German,Yes,Yes,1.31,Average
Emily Bryant,Female,17,Russia,Garcia-Nicholson School,Berlin,10.0,1575.0,78.0,French,No,No,3.61,Excellent
Nicholas Stephens,Male,18,Nigeria,Green-Barajas School,Beijing,6.0,1527.0,79.0,English,No,Yes,3.15,Excellent
Jason Rangel,Male,17,US,Cruz Inc School,New York,8.0,1593.0,91.0,French,Yes,No,3.87,Excellent
Chase Rodriguez,Female,17,South Africa,Sosa-Nicholson School,Moscow,9.0,1304.0,75.0,French,Yes,Yes,1.06,Average
Joyce May,Male,18,Argentina,Flowers-Patel School,Sydney,9.0,1588.0,78.0,French,Yes,No,3.73,Excellent
Susan Miranda,Male,18,India,Guerra and Sons School,Tokyo,9.0,1372.0,75.0,English,No,No,1.69,Average
Michael Brown,Male,17,Indonesia,Sullivan-Grant School,Beijing,9.0,1339.0,75.0,English,Yes,Yes,1.38,Average
Jacqueline Hernandez,Male,17,South Africa,Cox LLC School,Phoenix,7.0,1220.0,81.0,English,Yes,No,0.31,Poor
Isabel Gonzalez,Male,18,India,Gregory-Davis School,Chicago,9.0,1221.0,92.0,German,No,No,0.42,Poor
Matthew Spears,Male,19,Japan,Montoya and Sons School,Sydney,6.0,1477.0,74.0,French,No,Yes,2.65,Good
Kyle Delgado,Male,18,India,Wilson and Sons School,Toronto,10.0,1383.0,81.0,French,Yes,No,1.85,Average
Clayton Spence,Male,19,Iran,King-Hood School,Berlin,8.0,1291.0,87.0,French,No,Yes,1.03,Average
Janet Contreras,Female,17,Colombia,Williams Group School,Toronto,9.0,1446.0,71.0,French,No,No,2.35,Good
Kelsey Davis,Female,17,Turkey,Davis-Palmer School,Sydney,8.0,1301.0,71.0,Spanish,No,No,0.99,Poor
Brian Krause,Male,19,Vietnam,"Yu, Jones and Guerrero School",Houston,9.0,1431.0,97.0,German,Yes,No,2.42,Good
Darrell Turner,Female,18,Nigeria,Huang-Reynolds School,New York,8.0,1344.0,89.0,English,No,Yes,1.54,Average
Ms. Pamela Stanley DVM,Male,17,Australia,Romero LLC School,London,9.0,1529.0,83.0,Spanish,No,Yes,3.22,Excellent
Tracey Shields,Male,19,India,Parker-Mejia School,Vancouver,6.0,1528.0,86.0,English,Yes,Yes,3.22,Excellent
Richard Howell,Female,18,UK,Adkins Inc School,Toronto,6.0,1391.0,61.0,English,Yes,No,1.74,Average
Gregory Baker,Male,19,China,"Curry, Silva and Miller School",London,7.0,1340.0,85.0,English,Yes,No,1.46,Average
Ronald Murphy,Female,18,Spain,Osborn-George School,Dubai,7.0,1345.0,80.0,Spanish,Yes,No,1.47,Average
Austin Campbell,Female,18,Italy,Thomas and Sons School,Berlin,9.0,1522.0,82.0,German,No,No,3.14,Excellent
Jason Carr,Female,18,Indonesia,Adams Inc School,Cape Town,7.0,1331.0,74.0,English,No,Yes,1.29,Average
Daniel Phillips,Female,18,UK,Cox Inc School,Moscow,10.0,1284.0,63.0,English,Yes,No,0.78,Poor
David Russell,Female,19,Colombia,"Watson, Dunn and Anderson School",New York,7.0,1234.0,68.0,English,No,Yes,0.34,Poor
Christopher Sandoval,Male,19,Canada,"Cantu, Buchanan and Liu School",Vancouver,7.0,1387.0,98.0,French,Yes,No,2.0,Average
Jessica Ortega,Male,19,Thailand,Mitchell-Smith School,New York,9.0,1393.0,76.0,Spanish,Yes,Yes,1.89,Average
Rhonda Gonzales,Male,19,Australia,Hill-Potts School,Phoenix,9.0,1536.0,79.0,French,No,No,3.25,Excellent
Joel Martin,Male,19,Mexico,Lewis Group School,Vancouver,8.0,1288.0,62.0,Spanish,No,No,0.8,Poor
John Guerrero,Female,18,Mexico,Brown Inc School,Phoenix,8.0,1352.0,62.0,French,Yes,Yes,1.4,Average
Dr. Lisa Thomas MD,Female,17,Australia,Baker-Monroe School,Phoenix,9.0,1523.0,89.0,English,Yes,Yes,3.21,Excellent
Todd Mcdonald,Female,17,Colombia,"Smith, Mitchell and Burton School",Tokyo,7.0,1529.0,82.0,French,Yes,Yes,3.2,Excellent
Michael Brown,Female,19,Mexico,Avila-Solis School,Phoenix,10.0,1354.0,80.0,Spanish,Yes,Yes,1.57,Average
Dorothy Gregory,Male,19,Colombia,Fox-Barton School,Toronto,10.0,1384.0,70.0,Spanish,Yes,No,1.77,Average
Heather Gates,Male,17,Russia,Stevens-Carrillo School,Cape Town,9.0,1321.0,90.0,English,Yes,No,1.33,Average
Kenneth Rangel,Female,18,Bangladesh,"Villanueva, Zimmerman and Jarvis School",Phoenix,7.0,1573.0,67.0,German,No,Yes,3.49,Excellent
Heather Kemp,Female,19,Vietnam,Clay-Pratt School,Moscow,9.0,1247.0,68.0,German,No,No,0.47,Poor
Jason Solis,Female,18,Argentina,"Johnson, Green and Hale School",Vancouver,6.0,1573.0,78.0,French,Yes,No,3.57,Excellent
Andrew Ramos,Female,17,UK,Miller-Davis School,Los Angeles,6.0,1474.0,71.0,English,No,No,2.59,Good
Linda Santiago,Female,17,Indonesia,"Franklin, Harris and Ritter School",Berlin,7.0,1413.0,70.0,French,No,No,2.02,Good
Ashley Johnson,Male,19,Vietnam,White-Harper School,Sydney,8.0,1213.0,86.0,German,Yes,No,0.29,Poor
David Freeman,Female,18,Nigeria,Cardenas-Baker School,Phoenix,9.0,1390.0,86.0,English,Yes,Yes,1.95,Average
Dr. Lori Hooper,Female,19,Brazil,Crawford-Lopez School,Vancouver,9.0,1363.0,93.0,French,Yes,No,1.75,Average
Leslie Hansen,Male,17,France,Riley LLC School,Cape Town,9.0,1264.0,77.0,French,No,Yes,0.7,Poor
Richard Nguyen,Female,18,Russia,Gardner PLC School,Sydney,8.0,1463.0,63.0,Spanish,No,Yes,2.44,Good
Peter Stone,Female,19,Russia,Lewis Ltd School,Chicago,7.0,1588.0,71.0,French,No,Yes,3.66,Excellent
Todd Osborne,Male,19,Australia,Price-Burns School,Toronto,7.0,1425.0,99.0,French,No,No,2.37,Good
John Bauer,Female,19,Bangladesh,Burton Group School,Phoenix,10.0,1486.0,84.0,Spanish,No,Yes,2.83,Good
Peter Kramer,Female,17,Mexico,"Smith, Gutierrez and Roberts School",Moscow,6.0,1227.0,88.0,French,Yes,No,0.43,Poor
Sarah Norton,Male,19,Colombia,Murray LLC School,Chicago,9.0,1367.0,60.0,German,Yes,Yes,1.52,Average
Nicole Jackson,Male,18,Nigeria,"Barker, Tyler and Sanchez School",Houston,8.0,1247.0,81.0,German,No,No,0.57,Poor
Tina Williams,Female,19,Brazil,"White, Scott and Evans School",Beijing,8.0,1445.0,62.0,English,No,Yes,2.26,Good
Brandon Riley,Male,17,Bangladesh,Diaz-Berry School,Vancouver,9.0,1575.0,83.0,German,Yes,No,3.65,Excellent
Loretta Edwards,Male,19,Turkey,Lopez-Williams School,Chicago,8.0,1465.0,97.0,Spanish,No,No,2.73,Good
William Olsen,Female,17,Iran,"Snyder, Williams and Carter School",New York,9.0,1231.0,99.0,English,No,No,0.57,Poor
Brittney Mills,Female,17,US,"Salazar, Vincent and Johnson School",Beijing,10.0,1342.0,82.0,English,No,No,1.47,Average
Dana Fritz,Female,18,Thailand,Manning-Johnson School,Tokyo,8.0,1420.0,78.0,English,No,Yes,2.16,Good
Lawrence Vega,Female,18,Japan,Dickson-Lewis School,Beijing,7.0,1361.0,98.0,French,No,No,1.76,Average
Kirk Stone,Male,19,South Korea,"Maldonado, Boyd and Sandoval School",Sydney,8.0,1533.0,87.0,English,No,No,3.28,Excellent
Trevor Buck,Female,17,South Africa,Coffey-Johnson School,Houston,10.0,1526.0,63.0,French,No,No,3.04,Excellent
Bradley Pearson,Female,17,Russia,Gibson Group School,Houston,7.0,1445.0,79.0,French,No,No,2.39,Good
Susan White,Male,18,UK,"Robinson, Delgado and Anderson School",Toronto,8.0,1349.0,70.0,French,No,No,1.43,Average
Mark Mcdaniel,Male,18,Argentina,Simon-Gray School,Vancouver,9.0,1302.0,79.0,English,No,Yes,1.07,Average
Phillip Hughes,Male,19,Pakistan,"Briggs, Woods and Brown School",Beijing,9.0,1242.0,78.0,English,Yes,No,0.5,Poor
Lori Barnes,Male,17,Canada,Sims Group School,Beijing,7.0,1342.0,83.0,German,No,No,1.47,Average
Gregory Rivera,Male,18,Argentina,Thomas Group School,Paris,9.0,1365.0,74.0,Spanish,Yes,No,1.62,Average
Pamela West,Female,19,Argentina,"Hunt, Martinez and Paul School",Houston,10.0,1470.0,67.0,German,Yes,Yes,2.55,Good
Matthew Andrews,Male,17,Japan,"Shepard, Nolan and Boyd School",Phoenix,7.0,1463.0,80.0,Spanish,No,Yes,2.57,Good
Rick Wilson,Female,17,Mexico,"Lee, Hutchinson and Johnson School",Tokyo,7.0,1228.0,93.0,English,Yes,Yes,0.48,Poor
Lisa Shannon,Female,18,Germany,Ward LLC School,Cape Town,10.0,1358.0,87.0,French,No,No,1.66,Average
Jeffrey Myers,Female,19,Vietnam,"Davis, Mason and Jones School",Berlin,7.0,1273.0,74.0,German,No,Yes,0.75,Poor
Miss Laurie Mitchell,Male,18,Vietnam,Hammond Ltd School,Toronto,9.0,1263.0,97.0,English,Yes,Yes,0.85,Poor
David Terrell,Female,19,Italy,West-Lopez School,Tokyo,8.0,1531.0,96.0,English,Yes,No,3.34,Excellent
Elizabeth Small,Female,17,Colombia,"Jordan, Hayes and Rangel School",Houston,7.0,1217.0,68.0,English,Yes,Yes,0.18,Poor
Julie Ramirez,Female,19,Mexico,"Wilson, Gibson and Torres School",Houston,9.0,1368.0,62.0,English,No,No,1.55,Average
Valerie Tate,Female,19,Colombia,Bauer Inc School,Paris,8.0,1267.0,90.0,German,No,No,0.83,Poor
Kevin Watkins,Female,19,Vietnam,Rivera Inc School,Houston,8.0,1552.0,93.0,English,No,Yes,3.51,Excellent
Joann Huffman,Female,19,Australia,Dixon and Sons School,Chicago,7.0,1423.0,99.0,French,Yes,No,2.35,Good
Monica Gonzalez,Female,19,Spain,Jackson-Thomas School,Dubai,8.0,1293.0,96.0,Spanish,Yes,No,1.12,Average
Travis Le,Female,18,Turkey,"Pacheco, Swanson and Fuentes School",Phoenix,7.0,1401.0,84.0,English,Yes,Yes,2.02,Good
Charles Fernandez,Male,19,Russia,Bush PLC School,Vancouver,8.0,1493.0,81.0,English,No,No,2.86,Good
Steven Colon,Male,19,Russia,Reed-Solomon School,Dubai,10.0,1583.0,61.0,Spanish,Yes,Yes,3.55,Excellent
Sarah Payne,Male,17,Pakistan,"Jimenez, Baker and Sullivan School",Toronto,7.0,1288.0,70.0,Spanish,Yes,No,0.86,Poor
Jennifer Soto,Female,19,Canada,"Kelley, Sandoval and Potter School",Sydney,9.0,1554.0,78.0,German,Yes,No,3.41,Excellent
Mary Hoover,Male,17,Iran,Holland-Munoz School,Dubai,7.0,1574.0,85.0,German,Yes,Yes,3.64,Excellent
Lisa Stewart,Female,18,Spain,"Perez, Joseph and Malone School",Cape Town,9.0,1567.0,82.0,Spanish,Yes,Yes,3.56,Excellent
Lisa Rocha,Male,18,Iran,"Mahoney, Jenkins and Garza School",Toronto,7.0,1454.0,90.0,German,Yes,Yes,2.57,Good
Brenda Thomas,Male,19,China,Hoffman-Gray School,New York,10.0,1452.0,71.0,English,Yes,Yes,2.41,Good
Zachary Wilcox,Female,18,Bangladesh,Harvey Group School,Tokyo,8.0,1361.0,83.0,French,Yes,Yes,1.65,Average
Brittany Wright,Male,19,Japan,Hobbs-Monroe School,Phoenix,7.0,1501.0,64.0,Spanish,No,Yes,2.8,Good
Michael Chan,Female,18,Vietnam,Rosario-Chapman School,New York,6.0,1413.0,77.0,German,Yes,No,2.07,Good
Michelle Chavez,Female,19,Brazil,Lewis Group School,Moscow,7.0,1471.0,90.0,Spanish,No,Yes,2.72,Good
Nathan Phillips,Male,19,France,Moss Inc School,New York,8.0,1371.0,88.0,Spanish,No,Yes,1.78,Average
Gregory Lin,Female,17,US,"Neal, Harris and Vazquez School",Sydney,7.0,1493.0,100.0,Spanish,No,Yes,3.01,Excellent
Donna Hall,Female,17,Colombia,Brown PLC School,Berlin,9.0,1530.0,71.0,Spanish,No,No,3.13,Excellent
Carol Singleton,Female,17,Indonesia,Collins-King School,Vancouver,8.0,1259.0,80.0,German,Yes,Yes,0.67,Poor
Dawn Kennedy,Female,17,Canada,Wilson-Baker School,Paris,7.0,1533.0,73.0,German,No,No,3.17,Excellent
Brooke Neal MD,Female,19,Vietnam,Carlson LLC School,Paris,8.0,1416.0,78.0,French,No,Yes,2.12,Good
Sharon Sanchez,Male,18,South Africa,Johnson PLC School,Sydney,9.0,1538.0,94.0,Spanish,No,No,3.39,Excellent
David Mitchell MD,Male,19,Philippines,"Alvarez, Barton and Bradshaw School",Paris,7.0,1373.0,87.0,French,Yes,No,1.79,Average
Holly Flowers,Female,17,Brazil,Cardenas and Sons School,Los Angeles,7.0,1352.0,95.0,German,No,No,1.65,Average
Brittany Spencer,Female,17,Iran,"Brown, Moore and Gray School",Berlin,6.0,1566.0,68.0,Spanish,Yes,No,3.43,Excellent
Kyle Anderson,Female,18,Argentina,Hernandez-Barber School,Toronto,9.0,1300.0,95.0,Spanish,No,Yes,1.18,Average
Mrs. Heather Mason,Male,17,Philippines,Thomas-Keller School,Chicago,9.0,1538.0,62.0,German,No,No,3.13,Excellent
Mark Christensen,Male,19,Iran,"Mcdaniel, Miller and Wallace School",London,8.0,1394.0,96.0,English,Yes,No,2.06,Good
Kelly Warner,Male,19,Indonesia,Brown Inc School,Houston,9.0,1406.0,73.0,German,No,No,1.99,Average
Nathaniel Nguyen,Male,19,Russia,"Salinas, Patton and Terrell School",Vancouver,9.0,1323.0,73.0,French,No,No,1.22,Average
Amanda Gross,Male,19,Canada,"Sexton, Marks and Morris School",Berlin,8.0,1429.0,80.0,English,No,No,2.26,Good
David Taylor,Male,19,Pakistan,Rich Group School,Houston,9.0,1330.0,98.0,English,Yes,Yes,1.48,Average
Sandra Lambert,Male,18,Philippines,Grant-Allen School,Tokyo,7.0,1216.0,62.0,Spanish,Yes,No,0.12,Poor
Wendy Payne,Female,19,Spain,Green-Hall School,Sydney,6.0,1309.0,74.0,Spanish,No,No,1.08,Average
Charles Hill,Male,17,Australia,"Booth, Rodriguez and Ingram School",Dubai,7.0,1203.0,94.0,German,Yes,Yes,0.26,Poor
Anthony Vasquez,Female,17,UK,Perkins-Sanchez School,Moscow,6.0,1591.0,76.0,English,No,No,3.73,Excellent
Cody Mccullough,Male,17,US,Stark Ltd School,Paris,8.0,1586.0,68.0,German,Yes,No,3.62,Excellent
Lindsey Bean,Male,17,China,Fox Inc School,Toronto,10.0,1358.0,77.0,German,No,Yes,1.58,Average
Michael Simmons,Male,18,Thailand,Salinas-Brown School,Paris,6.0,1491.0,75.0,German,No,Yes,2.79,Good
Russell Herrera,Male,17,Nigeria,Garcia-Gates School,Chicago,6.0,1338.0,97.0,Spanish,Yes,No,1.53,Average
Jonathan Flores,Female,18,Japan,Harrison LLC School,Beijing,8.0,1468.0,90.0,Spanish,No,Yes,2.7,Good
Kara Mathews,Male,17,Russia,Keller PLC School,New York,10.0,1522.0,80.0,Spanish,No,Yes,3.13,Excellent
Gina Waters,Male,18,India,Short-Wallace School,London,7.0,1579.0,100.0,Spanish,No,No,3.81,Excellent
Anita Richards,Male,18,India,"Walsh, Johnson and Gomez School",Los Angeles,8.0,1360.0,79.0,English,Yes,No,1.61,Average
Grant Todd,Female,18,Philippines,"Vasquez, Cain and Nguyen School",Phoenix,6.0,1513.0,62.0,Spanish,No,Yes,2.89,Good
Richard Graham,Female,17,Australia,"Lee, Mason and Walker School",Moscow,7.0,1306.0,70.0,French,Yes,Yes,1.03,Average
Kendra Ellison,Female,18,Philippines,"Foster, Massey and Martinez School",Berlin,10.0,1596.0,77.0,English,Yes,No,3.8,Excellent
George Hensley,Male,19,India,Schmidt-Michael School,Houston,10.0,1210.0,66.0,French,No,Yes,0.11,Poor
Michael Cherry,Male,19,Canada,Rodriguez PLC School,New York,6.0,1441.0,98.0,Spanish,Yes,No,2.5,Good
Daniel Lane,Female,17,US,Parks-Johnson School,Chicago,10.0,1464.0,91.0,English,Yes,Yes,2.68,Good
